C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_03_811.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_03_811.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_03_811.jpg, 0, 0, 0, 7.814199E-05
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_03_915.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_03_915.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_03_915.jpg, 0, 0, 0, 7.895819E-05
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_04_015.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_04_015.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_04_015.jpg, 0, 0, 0, 7.852966E-05
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_04_117.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_04_117.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_04_117.jpg, 0, 0, 0, 7.986171E-05
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_04_220.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_04_220.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_04_220.jpg, 0, 0, 0, 7.77615E-05
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_04_322.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_04_322.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_04_322.jpg, 0, 0, 0, 7.782847E-05
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_04_423.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_04_423.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_04_423.jpg, 0, 0.2860458, 0, 0.1716691
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_04_523.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_04_523.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_04_523.jpg, 0, 0.5730385, 0, 0.6919897
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_04_624.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_04_624.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_04_624.jpg, -0.018798, 0.8761305, 0, 1.573641
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_04_726.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_04_726.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_04_726.jpg, -0.3229641, 1, 0, 2.763343
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_04_830.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_04_830.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_04_830.jpg, -0.1507431, 1, 0, 4.163342
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_04_935.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_04_935.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_04_935.jpg, 0, 1, 0, 5.324866
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_05_036.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_05_036.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_05_036.jpg, -0.09952381, 1, 0, 6.47614
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_05_140.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_05_140.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_05_140.jpg, -0.393087, 1, 0, 7.583777
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_05_241.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_05_241.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_05_241.jpg, -0.1549323, 1, 0, 8.70934
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_05_342.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_05_342.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_05_342.jpg, 0, 1, 0, 9.821733
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_05_448.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_05_448.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_05_448.jpg, -0.2700987, 1, 0, 11.13288
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_05_551.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_05_551.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_05_551.jpg, -0.3079442, 1, 0, 11.94865
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_05_651.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_05_651.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_05_651.jpg, -0.006407345, 1, 0, 13.21525
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_05_756.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_05_756.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_05_756.jpg, 0, 1, 0, 14.27703
C:\Users\saada\Desktop\Data\IMG\center_2023_09_07_17_20_05_860.jpg, C:\Users\saada\Desktop\Data\IMG\left_2023_09_07_17_20_05_860.jpg, C:\Users\saada\Desktop\Data\IMG\right_2023_09_07_17_20_05_860.jpg, -0.1398789, 1, 0, 15.40513
